datetime,city,temperature,humidity,pressure,wind_speed,rainfall,aqi,status
2025-01-29 19:00:00,Hyderabad,38,62,1009,11.9,116.2,99,Fog
2025-01-29 20:00:00,Chennai,42,60,1012,2.8,21.4,78,Cloudy
2025-01-29 21:00:00,Lucknow,28,35,994,17.9,3.6,178,Rainy
2025-01-29 22:00:00,Hyderabad,18,48,1002,12.4,21.1,239,Clear
2025-01-29 23:00:00,Kolkata,36,95,1001,2.7,91.6,273,Storm
2025-01-30 00:00:00,Bengaluru,24,83,984,21.9,83.9,327,Clear
2025-01-30 01:00:00,Delhi,22,75,1018,16.3,64.9,320,Storm
2025-01-30 02:00:00,Lucknow,42,43,998,23.1,11.6,276,Rainy
2025-01-30 03:00:00,Chennai,39,26,1027,16.2,16.9,283,Rainy
2025-01-30 04:00:00,Hyderabad,18,28,1021,10.2,1.9,137,Sunny
2025-01-30 05:00:00,Delhi,32,90,1003,23.2,117.6,301,Fog
2025-01-30 06:00:00,Pune,33,81,1014,9.3,76.0,118,Clear
2025-01-30 07:00:00,Mumbai,24,36,1012,13.5,0.8,167,Sunny
2025-01-30 08:00:00,Chennai,38,47,1014,22.3,41.8,150,Cloudy
2025-01-30 09:00:00,Mumbai,30,65,988,20.4,60.8,149,Rainy
2025-01-30 10:00:00,Bengaluru,40,90,990,18.5,54.7,72,Fog
2025-01-30 11:00:00,Hyderabad,25,29,1032,23.3,73.5,336,Rainy
2025-01-30 12:00:00,Hyderabad,23,60,1029,23.3,14.9,74,Fog
2025-01-30 13:00:00,Chennai,37,34,1013,0.8,26.0,184,Rainy
2025-01-30 14:00:00,Hyderabad,20,61,1013,15.9,48.7,145,Fog
2025-01-30 15:00:00,Kolkata,23,69,1028,24.0,108.0,305,Clear
2025-01-30 16:00:00,Bengaluru,28,54,1026,7.0,115.2,306,Sunny
2025-01-30 17:00:00,Bengaluru,18,74,992,19.2,119.5,47,Rainy
2025-01-30 18:00:00,Lucknow,25,83,998,16.3,1.8,177,Clear
2025-01-30 19:00:00,Lucknow,41,37,1010,1.1,96.3,138,Rainy
2025-01-30 20:00:00,Chennai,18,31,988,10.0,83.9,180,Clear
2025-01-30 21:00:00,Bengaluru,35,33,998,15.4,93.8,160,Sunny
2025-01-30 22:00:00,Pune,36,32,982,8.6,77.6,144,Sunny
2025-01-30 23:00:00,Bengaluru,34,85,1020,13.7,33.7,190,Storm
2025-01-31 00:00:00,Ahmedabad,23,70,987,17.4,45.8,117,Cloudy
2025-01-31 01:00:00,Bengaluru,37,51,1013,15.6,41.5,308,Sunny
2025-01-31 02:00:00,Kolkata,38,80,984,1.0,68.6,261,Storm
2025-01-31 03:00:00,Lucknow,30,47,1022,16.8,114.5,113,Rainy
2025-01-31 04:00:00,Delhi,42,81,986,12.9,114.0,49,Clear
2025-01-31 05:00:00,Hyderabad,25,40,1023,15.9,64.5,96,Fog
2025-01-31 06:00:00,Pune,23,51,993,1.0,88.8,128,Clear
2025-01-31 07:00:00,Jaipur,34,29,1004,17.9,111.5,302,Rainy
2025-01-31 08:00:00,Pune,42,74,1032,19.3,106.5,149,Sunny
2025-01-31 09:00:00,Hyderabad,35,59,1021,24.6,29.6,332,Clear
2025-01-31 10:00:00,Chennai,28,34,1029,13.6,82.0,336,Sunny
2025-01-31 11:00:00,Delhi,33,86,1027,8.2,85.7,318,Storm
2025-01-31 12:00:00,Lucknow,37,30,1026,5.9,71.4,73,Fog
2025-01-31 13:00:00,Jaipur,24,93,1017,1.7,54.6,222,Clear
2025-01-31 14:00:00,Lucknow,27,34,1018,18.6,39.5,157,Clear
2025-01-31 15:00:00,Ahmedabad,30,95,1014,6.2,78.4,329,Rainy
2025-01-31 16:00:00,Hyderabad,19,64,1019,13.7,12.4,288,Clear
2025-01-31 17:00:00,Hyderabad,42,79,1013,2.3,77.9,310,Clear
2025-01-31 18:00:00,Kolkata,21,35,1031,24.4,77.5,333,Fog
2025-01-31 19:00:00,Hyderabad,31,75,980,6.9,62.2,44,Storm
2025-01-31 20:00:00,Delhi,29,89,994,15.0,17.6,228,Sunny
2025-01-31 21:00:00,Bengaluru,24,87,996,11.1,115.5,204,Cloudy
2025-01-31 22:00:00,Lucknow,40,40,1020,12.9,107.9,115,Sunny
2025-01-31 23:00:00,Chennai,27,47,1027,9.7,87.3,170,Clear
2025-02-01 00:00:00,Bengaluru,40,80,1002,8.1,54.1,341,Sunny
2025-02-01 01:00:00,Delhi,32,34,1006,10.0,76.4,100,Sunny
2025-02-01 02:00:00,Kolkata,34,79,1024,15.5,3.8,83,Clear
2025-02-01 03:00:00,Kolkata,26,53,1025,8.8,50.4,341,Fog
2025-02-01 04:00:00,Delhi,26,69,1034,7.9,83.6,304,Clear
2025-02-01 05:00:00,Lucknow,29,87,1016,17.1,115.6,84,Rainy
2025-02-01 06:00:00,Pune,21,70,1015,19.3,14.6,85,Rainy
2025-02-01 07:00:00,Lucknow,26,79,1032,21.7,32.1,258,Cloudy
2025-02-01 08:00:00,Jaipur,21,56,1022,22.7,103.7,301,Clear
2025-02-01 09:00:00,Ahmedabad,38,38,1002,2.8,21.4,62,Fog
2025-02-01 10:00:00,Lucknow,31,69,1028,8.2,56.6,231,Cloudy
2025-02-01 11:00:00,Lucknow,33,86,1015,22.2,46.7,339,Sunny
2025-02-01 12:00:00,Ahmedabad,28,74,1007,10.0,72.3,314,Storm
2025-02-01 13:00:00,Pune,37,55,1026,17.7,79.4,128,Rainy
2025-02-01 14:00:00,Bengaluru,39,40,1023,3.5,108.7,66,Clear
2025-02-01 15:00:00,Mumbai,30,43,989,21.8,21.6,303,Fog
2025-02-01 16:00:00,Kolkata,34,45,1013,1.4,75.6,92,Sunny
2025-02-01 17:00:00,Delhi,22,51,1006,21.3,29.8,210,Cloudy
2025-02-01 18:00:00,Pune,26,40,1034,9.8,54.3,251,Rainy
2025-02-01 19:00:00,Jaipur,40,31,999,23.6,42.7,177,Storm
2025-02-01 20:00:00,Delhi,40,38,991,13.5,73.3,174,Fog
2025-02-01 21:00:00,Chennai,22,95,988,18.8,118.6,253,Sunny
2025-02-01 22:00:00,Chennai,25,60,980,12.6,20.6,275,Rainy
2025-02-01 23:00:00,Bengaluru,28,37,1035,2.0,71.6,162,Fog
2025-02-02 00:00:00,Chennai,36,61,1009,4.0,12.5,139,Rainy
2025-02-02 01:00:00,Bengaluru,27,91,1033,13.2,51.7,263,Clear
2025-02-02 02:00:00,Hyderabad,42,72,991,11.2,17.2,282,Cloudy
2025-02-02 03:00:00,Pune,30,41,981,12.3,42.5,88,Sunny
2025-02-02 04:00:00,Lucknow,23,53,1031,7.1,53.0,151,Fog
2025-02-02 05:00:00,Lucknow,37,89,996,18.4,25.5,178,Storm
2025-02-02 06:00:00,Kolkata,41,30,1029,3.8,29.2,90,Clear
2025-02-02 07:00:00,Jaipur,22,88,981,4.6,108.5,335,Sunny
2025-02-02 08:00:00,Jaipur,19,67,1007,13.7,116.7,171,Fog
2025-02-02 09:00:00,Delhi,20,30,1009,0.5,46.7,340,Cloudy
2025-02-02 10:00:00,Chennai,31,70,980,13.2,94.1,81,Cloudy
2025-02-02 11:00:00,Hyderabad,33,95,1009,1.5,45.4,212,Fog
2025-02-02 12:00:00,Chennai,38,73,987,3.8,8.7,194,Clear
2025-02-02 13:00:00,Mumbai,32,86,1021,16.9,16.0,98,Clear
2025-02-02 14:00:00,Ahmedabad,25,37,985,15.9,36.6,204,Clear
2025-02-02 15:00:00,Jaipur,41,78,1021,2.3,78.8,309,Storm
2025-02-02 16:00:00,Chennai,23,90,1018,5.3,33.6,237,Cloudy
2025-02-02 17:00:00,Bengaluru,24,74,1004,23.5,68.4,265,Rainy
2025-02-02 18:00:00,Kolkata,30,31,985,3.4,22.1,68,Rainy
2025-02-02 19:00:00,Delhi,20,83,983,8.2,42.9,255,Rainy
2025-02-02 20:00:00,Bengaluru,41,44,1016,23.0,77.1,152,Clear
2025-02-02 21:00:00,Mumbai,18,89,1029,10.8,41.3,152,Cloudy
2025-02-02 22:00:00,Hyderabad,20,54,1023,1.0,36.9,263,Cloudy
2025-02-02 23:00:00,Delhi,31,94,981,14.0,93.1,298,Rainy
2025-02-03 00:00:00,Bengaluru,39,88,989,5.3,105.1,144,Sunny
2025-02-03 01:00:00,Mumbai,26,59,1002,11.0,35.2,140,Clear
2025-02-03 02:00:00,Bengaluru,33,67,1011,8.5,46.5,268,Rainy
2025-02-03 03:00:00,Chennai,42,88,1023,14.9,118.5,61,Sunny
2025-02-03 04:00:00,Kolkata,37,51,1020,21.2,61.7,302,Fog
2025-02-03 05:00:00,Delhi,32,36,997,19.2,50.9,104,Sunny
2025-02-03 06:00:00,Bengaluru,25,89,980,5.6,34.4,324,Storm
2025-02-03 07:00:00,Kolkata,30,94,997,22.0,98.9,208,Cloudy
2025-02-03 08:00:00,Kolkata,19,71,1023,19.3,53.5,100,Sunny
2025-02-03 09:00:00,Mumbai,32,94,997,17.7,76.3,87,Sunny
2025-02-03 10:00:00,Mumbai,34,44,1030,18.4,43.9,132,Clear
2025-02-03 11:00:00,Delhi,29,28,1000,20.7,75.1,70,Sunny
2025-02-03 12:00:00,Kolkata,36,26,995,9.0,64.1,342,Rainy
2025-02-03 13:00:00,Mumbai,29,62,991,11.3,94.5,210,Rainy
2025-02-03 14:00:00,Chennai,33,45,988,10.4,17.8,114,Fog
2025-02-03 15:00:00,Hyderabad,19,27,1026,15.4,37.1,44,Fog
2025-02-03 16:00:00,Mumbai,23,61,1035,15.8,44.1,296,Fog
2025-02-03 17:00:00,Delhi,19,69,982,7.0,69.6,50,Sunny
2025-02-03 18:00:00,Bengaluru,20,66,1013,17.9,96.1,113,Sunny
2025-02-03 19:00:00,Hyderabad,32,61,1034,17.4,104.5,305,Fog
2025-02-03 20:00:00,Ahmedabad,34,28,1025,21.6,55.9,305,Storm
2025-02-03 21:00:00,Lucknow,36,69,998,12.2,7.9,228,Clear
2025-02-03 22:00:00,Pune,31,74,1028,19.5,103.5,268,Storm
2025-02-03 23:00:00,Lucknow,27,75,1016,21.1,97.5,334,Fog
2025-02-04 00:00:00,Jaipur,29,35,1026,4.2,0.8,76,Clear
2025-02-04 01:00:00,Pune,34,95,984,24.6,65.4,244,Storm
2025-02-04 02:00:00,Bengaluru,34,30,993,10.3,87.6,100,Fog
2025-02-04 03:00:00,Kolkata,27,33,1025,7.4,54.7,83,Cloudy
2025-02-04 04:00:00,Mumbai,39,61,998,2.4,41.8,223,Fog
2025-02-04 05:00:00,Delhi,36,70,1023,19.8,55.3,51,Fog
2025-02-04 06:00:00,Jaipur,21,75,1005,5.5,19.2,317,Fog
2025-02-04 07:00:00,Pune,40,46,1019,20.4,4.7,168,Sunny
2025-02-04 08:00:00,Ahmedabad,24,46,1018,8.4,57.1,161,Fog
2025-02-04 09:00:00,Chennai,19,45,1021,24.2,45.3,53,Clear
2025-02-04 10:00:00,Delhi,22,87,987,19.4,17.6,343,Cloudy
2025-02-04 11:00:00,Jaipur,40,70,1014,22.9,41.6,276,Rainy
2025-02-04 12:00:00,Hyderabad,24,50,1029,12.2,18.5,236,Fog
2025-02-04 13:00:00,Lucknow,21,39,999,8.2,57.4,157,Sunny
2025-02-04 14:00:00,Lucknow,30,44,1023,3.4,17.6,310,Clear
2025-02-04 15:00:00,Kolkata,40,75,990,23.4,38.8,285,Rainy
2025-02-04 16:00:00,Pune,24,50,1019,5.0,25.4,134,Fog
2025-02-04 17:00:00,Ahmedabad,42,33,1005,19.3,4.7,86,Cloudy
2025-02-04 18:00:00,Lucknow,19,30,993,8.8,44.3,174,Storm
2025-02-04 19:00:00,Hyderabad,33,80,994,16.2,62.5,131,Cloudy
2025-02-04 20:00:00,Mumbai,18,73,1022,23.6,108.8,62,Sunny
2025-02-04 21:00:00,Mumbai,38,50,1018,6.0,80.6,40,Cloudy
2025-02-04 22:00:00,Lucknow,27,58,985,13.3,92.8,83,Sunny
2025-02-04 23:00:00,Lucknow,33,87,1020,18.3,23.2,48,Storm
2025-02-05 00:00:00,Pune,27,87,1004,16.4,99.0,338,Rainy
2025-02-05 01:00:00,Pune,34,87,981,1.5,45.0,317,Fog
2025-02-05 02:00:00,Bengaluru,37,48,1017,24.0,113.4,177,Sunny
2025-02-05 03:00:00,Bengaluru,18,67,1035,18.2,34.6,118,Clear
2025-02-05 04:00:00,Bengaluru,29,88,1019,10.5,39.3,200,Rainy
2025-02-05 05:00:00,Hyderabad,31,26,1006,15.9,17.1,242,Fog
2025-02-05 06:00:00,Ahmedabad,22,93,988,19.9,21.0,209,Sunny
2025-02-05 07:00:00,Hyderabad,22,40,1001,11.4,80.1,127,Clear
2025-02-05 08:00:00,Bengaluru,40,40,989,3.3,33.6,204,Rainy
2025-02-05 09:00:00,Lucknow,30,45,993,2.5,51.8,303,Storm
2025-02-05 10:00:00,Lucknow,38,93,1022,11.7,7.4,109,Fog
2025-02-05 11:00:00,Bengaluru,29,91,988,24.7,51.2,142,Cloudy
2025-02-05 12:00:00,Mumbai,18,45,1009,17.8,48.5,270,Sunny
2025-02-05 13:00:00,Mumbai,39,37,1017,16.2,56.4,148,Fog
2025-02-05 14:00:00,Jaipur,42,75,1004,2.5,0.3,187,Fog
2025-02-05 15:00:00,Lucknow,39,44,990,16.9,110.8,44,Storm
2025-02-05 16:00:00,Delhi,31,80,1015,5.0,103.3,122,Fog
2025-02-05 17:00:00,Lucknow,38,44,1017,9.0,115.8,179,Rainy
2025-02-05 18:00:00,Lucknow,23,26,980,6.2,42.4,59,Clear
2025-02-05 19:00:00,Bengaluru,28,34,993,11.2,30.5,320,Storm
2025-02-05 20:00:00,Lucknow,29,48,1029,5.2,34.2,114,Fog
2025-02-05 21:00:00,Lucknow,24,89,1014,22.0,103.1,333,Storm
2025-02-05 22:00:00,Chennai,27,53,1023,3.3,98.3,308,Rainy
2025-02-05 23:00:00,Hyderabad,35,44,1015,20.7,1.0,245,Clear
2025-02-06 00:00:00,Hyderabad,18,62,984,19.0,118.6,38,Sunny
2025-02-06 01:00:00,Lucknow,40,28,1013,9.0,1.1,259,Storm
2025-02-06 02:00:00,Jaipur,35,92,1024,10.2,8.7,228,Sunny
2025-02-06 03:00:00,Delhi,20,40,990,18.7,68.3,221,Sunny
2025-02-06 04:00:00,Hyderabad,21,62,994,19.3,108.9,273,Clear
2025-02-06 05:00:00,Mumbai,41,75,1000,16.8,81.2,167,Fog
2025-02-06 06:00:00,Ahmedabad,23,59,1030,8.1,63.7,239,Sunny
2025-02-06 07:00:00,Jaipur,42,85,1020,15.4,9.3,262,Fog
2025-02-06 08:00:00,Mumbai,30,65,986,21.1,103.5,223,Clear
2025-02-06 09:00:00,Hyderabad,33,32,1009,14.0,118.5,123,Fog
2025-02-06 10:00:00,Lucknow,38,42,1014,6.1,0.3,188,Cloudy
2025-02-06 11:00:00,Kolkata,26,26,1003,13.3,39.6,176,Fog
2025-02-06 12:00:00,Jaipur,19,30,1000,14.9,74.7,59,Clear
2025-02-06 13:00:00,Jaipur,35,54,1031,5.1,89.1,58,Cloudy
2025-02-06 14:00:00,Kolkata,38,31,1018,13.9,57.5,109,Storm
2025-02-06 15:00:00,Lucknow,33,32,985,19.9,44.3,283,Fog
2025-02-06 16:00:00,Pune,18,33,1000,8.1,72.6,125,Cloudy
2025-02-06 17:00:00,Hyderabad,33,32,983,18.6,108.0,63,Storm
2025-02-06 18:00:00,Lucknow,33,34,995,8.7,6.7,212,Cloudy
2025-02-06 19:00:00,Delhi,39,54,985,18.3,7.6,241,Cloudy
2025-02-06 20:00:00,Kolkata,35,92,1030,11.0,116.5,37,Storm
2025-02-06 21:00:00,Ahmedabad,21,84,1035,19.7,85.2,100,Clear
2025-02-06 22:00:00,Bengaluru,33,56,1002,9.9,116.4,234,Cloudy
2025-02-06 23:00:00,Delhi,20,46,994,21.8,23.7,108,Sunny
2025-02-07 00:00:00,Lucknow,41,60,980,2.1,73.3,177,Sunny
2025-02-07 01:00:00,Lucknow,28,91,989,9.7,19.5,39,Rainy
2025-02-07 02:00:00,Mumbai,18,86,986,22.2,12.1,79,Fog
2025-02-07 03:00:00,Jaipur,33,28,997,8.0,81.1,89,Storm
2025-02-07 04:00:00,Delhi,24,71,1029,23.5,28.6,310,Storm
2025-02-07 05:00:00,Kolkata,36,63,1010,2.0,65.9,32,Cloudy
2025-02-07 06:00:00,Delhi,22,31,1024,1.4,110.7,51,Clear
2025-02-07 07:00:00,Hyderabad,32,46,1032,14.5,31.1,160,Rainy
2025-02-07 08:00:00,Lucknow,39,28,980,21.0,25.9,135,Sunny
2025-02-07 09:00:00,Kolkata,32,25,989,4.0,33.5,303,Fog
2025-02-07 10:00:00,Delhi,29,93,1019,3.0,46.3,263,Storm
2025-02-07 11:00:00,Bengaluru,26,71,1013,3.3,45.6,186,Clear
2025-02-07 12:00:00,Bengaluru,38,71,986,18.4,55.9,73,Clear
2025-02-07 13:00:00,Jaipur,21,46,1010,4.4,70.0,341,Cloudy
2025-02-07 14:00:00,Kolkata,19,39,999,21.9,51.9,42,Cloudy
2025-02-07 15:00:00,Delhi,41,63,1030,5.5,24.9,169,Fog
2025-02-07 16:00:00,Pune,19,80,1011,14.4,114.3,179,Rainy
2025-02-07 17:00:00,Bengaluru,40,37,1018,20.5,76.0,93,Sunny
2025-02-07 18:00:00,Lucknow,23,74,1035,9.3,58.9,286,Storm
2025-02-07 19:00:00,Hyderabad,22,32,1006,5.9,12.1,123,Storm
2025-02-07 20:00:00,Kolkata,41,40,1017,14.8,113.8,72,Fog
2025-02-07 21:00:00,Ahmedabad,39,87,1027,6.5,9.7,248,Sunny
2025-02-07 22:00:00,Jaipur,24,61,993,6.0,104.6,186,Sunny
2025-02-07 23:00:00,Bengaluru,21,92,1004,14.5,78.8,145,Clear
2025-02-08 00:00:00,Hyderabad,22,43,1017,2.7,33.7,86,Storm
2025-02-08 01:00:00,Hyderabad,23,49,1008,6.9,34.0,135,Rainy
2025-02-08 02:00:00,Bengaluru,39,63,992,23.4,51.6,314,Sunny
2025-02-08 03:00:00,Pune,38,90,1034,21.2,107.6,203,Storm
2025-02-08 04:00:00,Ahmedabad,30,36,1017,15.9,111.3,105,Sunny
2025-02-08 05:00:00,Bengaluru,31,71,1013,22.7,81.7,45,Sunny
2025-02-08 06:00:00,Chennai,28,82,1008,14.8,5.3,154,Clear
2025-02-08 07:00:00,Bengaluru,39,69,1008,7.3,27.0,300,Fog
2025-02-08 08:00:00,Delhi,23,62,1003,14.9,107.2,350,Sunny
2025-02-08 09:00:00,Lucknow,27,26,1032,16.1,68.2,349,Clear
2025-02-08 10:00:00,Mumbai,36,55,1014,14.8,84.3,319,Rainy
2025-02-08 11:00:00,Chennai,40,66,1018,22.8,71.6,272,Fog
2025-02-08 12:00:00,Delhi,18,69,1033,23.5,74.0,307,Rainy
2025-02-08 13:00:00,Delhi,24,33,998,18.1,118.3,62,Fog
2025-02-08 14:00:00,Hyderabad,41,29,1009,9.9,97.0,162,Cloudy
2025-02-08 15:00:00,Kolkata,28,90,994,1.2,59.5,248,Fog
2025-02-08 16:00:00,Ahmedabad,30,47,990,6.4,43.8,135,Clear
2025-02-08 17:00:00,Pune,27,86,1018,8.8,19.2,67,Fog
2025-02-08 18:00:00,Bengaluru,19,91,994,21.6,94.2,343,Fog
2025-02-08 19:00:00,Jaipur,41,60,1000,23.0,113.2,46,Clear
2025-02-08 20:00:00,Mumbai,33,84,985,24.6,13.2,231,Rainy
2025-02-08 21:00:00,Bengaluru,30,34,1017,22.1,119.0,48,Sunny
2025-02-08 22:00:00,Pune,33,40,1034,13.2,36.1,100,Clear
2025-02-08 23:00:00,Bengaluru,26,90,1023,23.7,0.4,36,Rainy
2025-02-09 00:00:00,Hyderabad,28,55,1027,4.4,26.8,250,Cloudy
2025-02-09 01:00:00,Bengaluru,39,63,1000,4.3,89.1,230,Sunny
2025-02-09 02:00:00,Jaipur,33,42,993,13.2,48.8,236,Fog
2025-02-09 03:00:00,Bengaluru,40,83,984,22.2,58.1,220,Clear
2025-02-09 04:00:00,Jaipur,37,84,992,8.1,113.6,313,Storm
2025-02-09 05:00:00,Kolkata,21,66,1016,21.0,110.8,238,Clear
2025-02-09 06:00:00,Ahmedabad,24,25,1027,18.8,44.9,69,Fog
2025-02-09 07:00:00,Ahmedabad,29,49,1002,22.9,16.1,138,Rainy
2025-02-09 08:00:00,Pune,24,90,994,18.1,68.6,191,Sunny
2025-02-09 09:00:00,Bengaluru,30,29,1020,13.7,62.5,113,Fog
2025-02-09 10:00:00,Jaipur,34,39,1002,12.0,42.6,146,Cloudy
2025-02-09 11:00:00,Chennai,33,28,1008,11.5,74.3,91,Rainy
2025-02-09 12:00:00,Pune,27,26,990,3.1,15.1,79,Rainy
2025-02-09 13:00:00,Lucknow,19,59,984,5.0,10.5,257,Sunny
2025-02-09 14:00:00,Hyderabad,37,95,993,23.0,114.2,325,Storm
2025-02-09 15:00:00,Chennai,31,31,983,12.1,12.3,148,Fog
2025-02-09 16:00:00,Hyderabad,19,41,987,4.8,53.2,280,Clear
2025-02-09 17:00:00,Lucknow,27,87,1008,24.2,29.9,44,Clear
2025-02-09 18:00:00,Lucknow,34,67,982,3.9,24.0,134,Cloudy
2025-02-09 19:00:00,Kolkata,21,76,1019,22.3,72.1,290,Rainy
2025-02-09 20:00:00,Lucknow,31,37,1032,3.6,13.7,117,Clear
2025-02-09 21:00:00,Bengaluru,38,53,1030,10.2,78.6,147,Fog
2025-02-09 22:00:00,Bengaluru,18,47,1030,9.0,35.6,168,Storm
2025-02-09 23:00:00,Lucknow,31,50,981,16.7,27.8,327,Clear
2025-02-10 00:00:00,Bengaluru,31,57,992,15.1,82.2,76,Storm
2025-02-10 01:00:00,Hyderabad,28,54,1022,6.2,76.5,270,Sunny
2025-02-10 02:00:00,Delhi,36,48,1014,10.8,93.9,104,Fog
2025-02-10 03:00:00,Jaipur,29,29,1027,14.4,32.9,256,Storm
2025-02-10 04:00:00,Mumbai,31,79,994,11.9,96.9,264,Fog
2025-02-10 05:00:00,Mumbai,27,45,986,1.0,102.3,46,Storm
2025-02-10 06:00:00,Delhi,18,46,996,14.9,111.8,50,Clear
2025-02-10 07:00:00,Kolkata,35,34,1002,12.8,74.5,347,Fog
2025-02-10 08:00:00,Hyderabad,31,54,1005,9.8,47.4,193,Sunny
2025-02-10 09:00:00,Hyderabad,41,67,992,5.9,104.7,106,Cloudy
2025-02-10 10:00:00,Jaipur,31,73,1013,19.3,74.8,50,Clear
2025-02-10 11:00:00,Lucknow,35,51,985,16.9,59.6,130,Rainy
2025-02-10 12:00:00,Delhi,20,59,1001,12.3,19.4,109,Fog
2025-02-10 13:00:00,Hyderabad,38,49,1009,13.2,81.2,91,Clear
2025-02-10 14:00:00,Hyderabad,42,71,984,2.4,35.9,349,Fog
2025-02-10 15:00:00,Chennai,32,38,1033,2.9,15.8,229,Sunny
2025-02-10 16:00:00,Pune,33,65,1030,20.3,74.2,329,Rainy
2025-02-10 17:00:00,Mumbai,27,55,984,2.2,67.3,75,Cloudy
2025-02-10 18:00:00,Chennai,29,59,1034,16.9,109.1,282,Storm
2025-02-10 19:00:00,Bengaluru,34,51,1009,17.4,52.4,280,Fog
2025-02-10 20:00:00,Mumbai,40,33,980,18.2,81.2,101,Storm
2025-02-10 21:00:00,Ahmedabad,31,25,1008,22.9,63.9,323,Fog
2025-02-10 22:00:00,Delhi,40,45,1032,4.3,42.3,219,Fog
2025-02-10 23:00:00,Lucknow,41,68,1020,8.4,105.3,240,Storm
2025-02-11 00:00:00,Delhi,31,46,1005,15.1,116.5,106,Cloudy
2025-02-11 01:00:00,Mumbai,29,34,987,19.3,96.9,149,Storm
2025-02-11 02:00:00,Kolkata,27,56,1008,11.3,30.1,206,Fog
2025-02-11 03:00:00,Bengaluru,39,30,1022,2.8,22.9,319,Cloudy
2025-02-11 04:00:00,Chennai,20,39,1008,6.1,85.0,267,Sunny
2025-02-11 05:00:00,Lucknow,31,87,1030,9.9,27.0,203,Rainy
2025-02-11 06:00:00,Pune,41,48,1022,10.3,108.4,58,Storm
2025-02-11 07:00:00,Ahmedabad,29,61,1025,12.6,58.4,173,Fog
2025-02-11 08:00:00,Ahmedabad,21,41,987,2.0,75.2,52,Storm
2025-02-11 09:00:00,Delhi,26,32,1029,21.4,28.2,182,Rainy
2025-02-11 10:00:00,Delhi,24,68,990,0.7,114.4,324,Fog
2025-02-11 11:00:00,Ahmedabad,27,60,1035,7.8,22.4,141,Storm
2025-02-11 12:00:00,Jaipur,30,57,980,19.7,112.6,73,Cloudy
2025-02-11 13:00:00,Kolkata,18,70,1016,9.7,51.4,324,Clear
2025-02-11 14:00:00,Delhi,24,64,984,11.7,90.3,282,Storm
2025-02-11 15:00:00,Delhi,24,62,1002,13.1,83.1,66,Rainy
2025-02-11 16:00:00,Chennai,20,32,998,19.6,19.9,122,Storm
2025-02-11 17:00:00,Bengaluru,36,81,989,3.7,115.2,96,Rainy
2025-02-11 18:00:00,Pune,33,68,1017,16.2,82.5,151,Rainy
2025-02-11 19:00:00,Lucknow,32,44,1014,20.5,71.5,248,Sunny
2025-02-11 20:00:00,Jaipur,24,78,1002,16.1,109.7,55,Rainy
2025-02-11 21:00:00,Ahmedabad,30,56,1033,2.9,62.1,124,Rainy
2025-02-11 22:00:00,Mumbai,36,38,1035,7.2,106.4,203,Fog
2025-02-11 23:00:00,Ahmedabad,36,42,992,19.2,68.4,141,Storm
2025-02-12 00:00:00,Pune,35,72,992,6.1,22.6,219,Storm
2025-02-12 01:00:00,Bengaluru,39,90,1031,15.3,110.4,150,Storm
2025-02-12 02:00:00,Lucknow,23,81,987,13.8,26.4,87,Storm
2025-02-12 03:00:00,Chennai,29,76,1020,8.1,59.1,211,Cloudy
2025-02-12 04:00:00,Lucknow,18,71,980,15.9,74.1,137,Fog
2025-02-12 05:00:00,Delhi,34,72,1030,2.8,85.5,147,Clear
2025-02-12 06:00:00,Bengaluru,24,46,1027,24.1,55.6,332,Storm
2025-02-12 07:00:00,Hyderabad,31,89,1004,22.0,1.0,264,Fog
2025-02-12 08:00:00,Lucknow,28,78,984,24.3,44.3,346,Rainy
2025-02-12 09:00:00,Lucknow,24,87,1000,8.6,32.5,275,Storm
2025-02-12 10:00:00,Ahmedabad,21,81,994,13.7,81.7,144,Sunny
2025-02-12 11:00:00,Chennai,26,69,1005,14.4,21.7,142,Rainy
2025-02-12 12:00:00,Pune,26,43,994,0.8,0.4,230,Clear
2025-02-12 13:00:00,Hyderabad,28,67,1012,5.5,4.6,97,Storm
2025-02-12 14:00:00,Ahmedabad,28,58,988,23.3,60.4,176,Storm
2025-02-12 15:00:00,Lucknow,31,94,1029,5.9,3.7,111,Cloudy
2025-02-12 16:00:00,Bengaluru,25,78,1002,24.3,69.5,100,Sunny
2025-02-12 17:00:00,Pune,29,84,989,17.0,82.6,316,Clear
2025-02-12 18:00:00,Ahmedabad,35,58,1014,24.9,16.3,271,Sunny
2025-02-12 19:00:00,Hyderabad,36,28,985,4.7,28.6,281,Rainy
2025-02-12 20:00:00,Bengaluru,33,73,1035,8.4,7.4,161,Rainy
2025-02-12 21:00:00,Ahmedabad,36,48,982,12.0,100.7,83,Rainy
2025-02-12 22:00:00,Hyderabad,22,70,991,17.0,5.4,112,Sunny
2025-02-12 23:00:00,Jaipur,22,83,984,2.0,79.9,191,Fog
2025-02-13 00:00:00,Bengaluru,35,94,1022,12.2,47.7,292,Cloudy
2025-02-13 01:00:00,Hyderabad,32,94,1013,5.3,25.9,111,Cloudy
2025-02-13 02:00:00,Jaipur,35,30,1033,13.8,36.2,285,Storm
2025-02-13 03:00:00,Pune,31,86,1003,7.6,91.0,176,Clear
2025-02-13 04:00:00,Kolkata,36,53,1018,15.6,16.4,225,Clear
