datetime,container_id,fruit,origin_city,destination_market,temperature,humidity,pressure,wind_speed,rainfall,aqi,weather_status,spoilage_rate,shelf_life_days,risk_level,estimated_loss,arbitrage_savings,recommendation
2025-02-23 19:00:00,C133,Avocado,Chennai,Bengaluru,29,61,1021,20.0,31.3,300,Storm,5,9,Low,6912,2397,Continue Route
2025-02-23 20:00:00,C240,Banana,Bengaluru,Delhi,32,35,1034,23.0,69.7,160,Fog,7,8,Low,11114,1356,Continue Route
2025-02-23 21:00:00,C078,Mango,Chennai,Bengaluru,31,60,1028,12.3,119.6,228,Storm,26,2,High,52849,66011,Redirect to Nearby Market
2025-02-23 22:00:00,C073,Orange,Hyderabad,Bengaluru,41,72,1027,15.6,93.9,281,Fog,16,5,Medium,48987,17784,Monitor Shipment
2025-02-23 23:00:00,C095,Banana,Mumbai,Hyderabad,30,64,999,4.3,118.1,207,Sunny,35,1,High,144332,34907,Redirect to Nearby Market
2025-02-24 00:00:00,C064,Banana,Ahmedabad,Mumbai,28,55,982,16.5,10.0,215,Cloudy,11,7,Low,14816,4923,Continue Route
2025-02-24 01:00:00,C036,Apple,Kolkata,Delhi,21,65,1016,19.7,47.9,223,Storm,9,7,Low,9189,3591,Continue Route
2025-02-24 02:00:00,C091,Orange,Lucknow,Pune,37,52,992,8.1,17.6,166,Storm,12,6,Medium,36339,5789,Monitor Shipment
2025-02-24 03:00:00,C134,Orange,Pune,Bengaluru,22,56,1017,15.4,25.5,301,Storm,21,3,High,51468,64011,Redirect to Nearby Market
2025-02-24 04:00:00,C125,Orange,Pune,Pune,30,62,999,23.3,82.7,178,Fog,11,7,Low,9520,1816,Continue Route
2025-02-24 05:00:00,C293,Mango,Lucknow,Chennai,27,93,1019,6.2,56.4,80,Storm,15,5,Medium,49814,7175,Monitor Shipment
2025-02-24 06:00:00,C176,Orange,Hyderabad,Chennai,22,30,984,18.1,8.0,298,Sunny,9,7,Low,6463,4829,Continue Route
2025-02-24 07:00:00,C156,Apple,Hyderabad,Delhi,35,27,1000,0.6,48.2,279,Fog,12,6,Medium,37581,15407,Monitor Shipment
2025-02-24 08:00:00,C053,Apple,Jaipur,Delhi,37,46,1011,6.7,11.3,109,Fog,35,1,High,78865,52648,Redirect to Nearby Market
2025-02-24 09:00:00,C131,Avocado,Lucknow,Mumbai,25,63,1007,21.7,87.7,191,Sunny,19,4,Medium,32748,9473,Monitor Shipment
2025-02-24 10:00:00,C052,Banana,Jaipur,Chennai,28,58,989,23.9,70.7,68,Clear,5,9,Low,7238,1424,Continue Route
2025-02-24 11:00:00,C029,Mango,Ahmedabad,Hyderabad,35,56,991,20.2,5.8,188,Rainy,29,1,High,119712,66933,Redirect to Nearby Market
2025-02-24 12:00:00,C072,Apple,Bengaluru,Mumbai,40,73,1011,9.5,84.4,39,Clear,21,3,High,94491,41026,Redirect to Nearby Market
2025-02-24 13:00:00,C237,Apple,Lucknow,Delhi,25,81,1006,11.3,105.1,239,Cloudy,11,7,Low,7983,4879,Continue Route
2025-02-24 14:00:00,C166,Avocado,Bengaluru,Bengaluru,24,87,1008,6.6,12.0,296,Sunny,11,7,Low,6511,4442,Continue Route
2025-02-24 15:00:00,C189,Avocado,Kolkata,Hyderabad,20,41,993,14.8,92.6,292,Rainy,5,9,Low,11108,3740,Continue Route
2025-02-24 16:00:00,C005,Mango,Chennai,Mumbai,29,38,990,22.6,7.2,298,Rainy,30,1,High,90081,29736,Redirect to Nearby Market
2025-02-24 17:00:00,C268,Mango,Lucknow,Chennai,20,80,1031,13.8,109.5,293,Clear,19,4,Medium,43002,19222,Monitor Shipment
2025-02-24 18:00:00,C112,Avocado,Ahmedabad,Delhi,19,32,1017,7.5,62.8,345,Sunny,19,4,Medium,33636,12969,Monitor Shipment
2025-02-24 19:00:00,C129,Apple,Mumbai,Pune,27,68,992,5.4,91.4,154,Sunny,20,4,Medium,44943,18596,Monitor Shipment
2025-02-24 20:00:00,C290,Orange,Delhi,Mumbai,32,49,993,17.9,9.7,274,Rainy,31,1,High,115747,55867,Redirect to Nearby Market
2025-02-24 21:00:00,C261,Apple,Pune,Chennai,26,95,994,7.0,116.2,312,Sunny,26,2,High,112672,74992,Redirect to Nearby Market
2025-02-24 22:00:00,C230,Apple,Kolkata,Mumbai,29,53,1005,10.2,20.9,111,Fog,10,7,Low,12330,2276,Continue Route
2025-02-24 23:00:00,C233,Banana,Bengaluru,Pune,27,54,1025,1.5,41.9,145,Storm,15,5,Medium,29607,18669,Monitor Shipment
2025-02-25 00:00:00,C170,Orange,Hyderabad,Pune,39,54,1029,3.4,2.2,41,Clear,13,6,Medium,33798,5244,Monitor Shipment
2025-02-25 01:00:00,C184,Banana,Chennai,Delhi,19,34,1030,5.2,61.2,197,Sunny,8,8,Low,8309,3217,Continue Route
2025-02-25 02:00:00,C219,Avocado,Jaipur,Delhi,35,34,1016,21.7,44.4,70,Fog,20,4,Medium,43110,11899,Monitor Shipment
2025-02-25 03:00:00,C057,Apple,Hyderabad,Delhi,22,73,1023,17.3,83.2,127,Fog,8,8,Low,11734,2794,Continue Route
2025-02-25 04:00:00,C192,Avocado,Ahmedabad,Chennai,23,40,1007,0.6,29.6,109,Cloudy,19,4,Medium,37514,8785,Monitor Shipment
2025-02-25 05:00:00,C057,Avocado,Kolkata,Bengaluru,31,51,1014,2.6,76.6,111,Rainy,5,9,Low,13176,3708,Continue Route
2025-02-25 06:00:00,C139,Orange,Chennai,Hyderabad,20,65,1018,24.2,77.5,76,Storm,10,7,Low,8664,3657,Continue Route
2025-02-25 07:00:00,C270,Avocado,Jaipur,Bengaluru,18,27,996,13.2,71.3,49,Fog,32,1,High,123800,79273,Redirect to Nearby Market
2025-02-25 08:00:00,C155,Banana,Delhi,Pune,39,43,1026,7.4,32.9,31,Cloudy,28,1,High,52049,51297,Redirect to Nearby Market
2025-02-25 09:00:00,C012,Mango,Kolkata,Delhi,20,77,984,1.1,43.6,88,Sunny,9,7,Low,9969,1170,Continue Route
2025-02-25 10:00:00,C071,Banana,Mumbai,Delhi,37,79,981,8.2,118.6,334,Rainy,22,3,High,98970,75150,Redirect to Nearby Market
2025-02-25 11:00:00,C156,Mango,Lucknow,Delhi,34,46,1015,18.9,32.8,345,Clear,9,7,Low,10798,1172,Continue Route
2025-02-25 12:00:00,C085,Banana,Pune,Hyderabad,33,84,1035,18.8,3.5,332,Cloudy,14,6,Medium,23528,14508,Monitor Shipment
2025-02-25 13:00:00,C149,Mango,Lucknow,Pune,38,46,1017,13.5,94.0,213,Cloudy,14,6,Medium,33365,19603,Monitor Shipment
2025-02-25 14:00:00,C097,Apple,Jaipur,Hyderabad,21,67,987,13.1,90.3,191,Clear,33,1,High,80783,61369,Redirect to Nearby Market
2025-02-25 15:00:00,C201,Apple,Pune,Pune,23,67,987,6.6,87.5,259,Cloudy,12,6,Medium,38924,9214,Monitor Shipment
2025-02-25 16:00:00,C028,Avocado,Chennai,Mumbai,40,80,1003,3.9,42.5,338,Rainy,35,1,High,80608,61794,Redirect to Nearby Market
2025-02-25 17:00:00,C006,Apple,Bengaluru,Mumbai,29,32,993,17.6,63.3,125,Fog,15,5,Medium,21538,13934,Monitor Shipment
2025-02-25 18:00:00,C193,Mango,Lucknow,Chennai,23,53,985,2.2,109.3,167,Sunny,13,6,Medium,43743,13218,Monitor Shipment
2025-02-25 19:00:00,C025,Avocado,Hyderabad,Chennai,25,85,1010,16.0,0.4,174,Storm,8,8,Low,10647,2366,Continue Route
2025-02-25 20:00:00,C022,Banana,Ahmedabad,Delhi,18,79,999,5.9,93.3,265,Fog,29,1,High,84464,77118,Redirect to Nearby Market
2025-02-25 21:00:00,C215,Mango,Bengaluru,Delhi,20,69,998,4.5,69.7,236,Sunny,29,1,High,137767,49242,Redirect to Nearby Market
2025-02-25 22:00:00,C086,Orange,Kolkata,Delhi,39,42,1008,0.8,55.6,296,Rainy,12,6,Medium,30780,5336,Monitor Shipment
2025-02-25 23:00:00,C048,Avocado,Delhi,Bengaluru,22,62,1019,20.3,90.1,84,Rainy,16,5,Medium,15554,13660,Monitor Shipment
2025-02-26 00:00:00,C161,Orange,Pune,Pune,20,49,998,14.5,72.5,215,Cloudy,16,5,Medium,17801,16975,Monitor Shipment
2025-02-26 01:00:00,C001,Avocado,Mumbai,Chennai,30,76,1004,2.1,16.6,46,Rainy,13,6,Medium,18104,5350,Monitor Shipment
2025-02-26 02:00:00,C281,Mango,Chennai,Chennai,29,54,995,22.8,47.7,102,Clear,29,1,High,63660,68862,Redirect to Nearby Market
2025-02-26 03:00:00,C189,Banana,Mumbai,Mumbai,35,60,1016,19.6,104.8,339,Storm,35,1,High,126218,30833,Redirect to Nearby Market
2025-02-26 04:00:00,C027,Mango,Mumbai,Mumbai,27,49,1031,20.8,97.1,274,Fog,10,7,Low,8058,3356,Continue Route
2025-02-26 05:00:00,C216,Orange,Lucknow,Bengaluru,24,62,1012,2.0,41.4,182,Cloudy,30,1,High,81353,41306,Redirect to Nearby Market
2025-02-26 06:00:00,C047,Banana,Hyderabad,Delhi,23,29,1030,11.1,117.2,41,Clear,6,8,Low,14567,4592,Continue Route
2025-02-26 07:00:00,C019,Orange,Jaipur,Pune,39,43,1023,5.9,21.9,320,Fog,6,8,Low,7144,2357,Continue Route
2025-02-26 08:00:00,C077,Orange,Hyderabad,Hyderabad,22,34,995,12.3,47.9,211,Rainy,27,1,High,94209,20733,Redirect to Nearby Market
2025-02-26 09:00:00,C002,Apple,Kolkata,Chennai,30,62,1007,5.7,55.9,146,Fog,26,2,High,59737,23401,Redirect to Nearby Market
2025-02-26 10:00:00,C274,Banana,Jaipur,Mumbai,22,80,1034,22.9,4.7,146,Storm,13,6,Medium,27585,5757,Monitor Shipment
2025-02-26 11:00:00,C095,Orange,Hyderabad,Delhi,24,25,980,23.1,19.1,116,Sunny,26,2,High,82404,28486,Redirect to Nearby Market
2025-02-26 12:00:00,C042,Avocado,Delhi,Delhi,40,39,1022,13.2,82.1,158,Fog,25,2,High,98672,41667,Redirect to Nearby Market
2025-02-26 13:00:00,C299,Avocado,Mumbai,Mumbai,21,52,984,24.2,15.4,66,Cloudy,28,1,High,145164,27944,Redirect to Nearby Market
2025-02-26 14:00:00,C038,Orange,Mumbai,Pune,33,59,1033,20.3,85.1,252,Sunny,8,8,Low,6160,1030,Continue Route
2025-02-26 15:00:00,C062,Orange,Bengaluru,Mumbai,38,31,1024,2.9,9.8,344,Storm,32,1,High,53335,45345,Redirect to Nearby Market
2025-02-26 16:00:00,C045,Apple,Jaipur,Delhi,22,80,1028,4.7,20.2,161,Fog,29,1,High,90625,30048,Redirect to Nearby Market
2025-02-26 17:00:00,C261,Avocado,Mumbai,Mumbai,28,41,992,23.2,86.4,48,Storm,17,5,Medium,21529,12032,Monitor Shipment
2025-02-26 18:00:00,C130,Avocado,Hyderabad,Pune,22,65,1013,18.3,68.2,123,Clear,11,7,Low,6131,3452,Continue Route
2025-02-26 19:00:00,C017,Mango,Jaipur,Bengaluru,30,30,1001,10.8,35.5,183,Fog,26,2,High,95431,35740,Redirect to Nearby Market
2025-02-26 20:00:00,C258,Banana,Mumbai,Delhi,39,43,994,14.9,50.2,102,Fog,20,4,Medium,28818,13409,Monitor Shipment
2025-02-26 21:00:00,C022,Orange,Hyderabad,Mumbai,24,45,992,6.9,28.5,94,Rainy,5,9,Low,8748,4011,Continue Route
2025-02-26 22:00:00,C150,Apple,Pune,Chennai,35,40,991,15.1,67.7,330,Rainy,16,5,Medium,18707,13836,Monitor Shipment
2025-02-26 23:00:00,C145,Apple,Mumbai,Mumbai,37,42,1002,7.4,116.8,295,Cloudy,26,2,High,133638,40876,Redirect to Nearby Market
2025-02-27 00:00:00,C141,Avocado,Jaipur,Pune,39,26,1015,5.2,104.6,115,Rainy,32,1,High,95179,62834,Redirect to Nearby Market
2025-02-27 01:00:00,C184,Orange,Lucknow,Delhi,38,42,1027,18.3,54.8,293,Rainy,15,5,Medium,17821,19121,Monitor Shipment
2025-02-27 02:00:00,C056,Orange,Mumbai,Chennai,30,93,1006,13.2,83.7,126,Clear,17,5,Medium,46860,16458,Monitor Shipment
2025-02-27 03:00:00,C255,Apple,Jaipur,Chennai,19,53,987,4.7,90.3,100,Storm,5,9,Low,6908,3699,Continue Route
2025-02-27 04:00:00,C150,Mango,Kolkata,Pune,18,33,986,1.5,19.9,193,Cloudy,34,1,High,91640,52795,Redirect to Nearby Market
2025-02-27 05:00:00,C100,Apple,Delhi,Mumbai,41,38,1027,15.2,22.1,274,Rainy,19,4,Medium,43444,19072,Monitor Shipment
2025-02-27 06:00:00,C212,Mango,Lucknow,Delhi,31,70,1009,4.6,50.9,212,Fog,8,8,Low,5358,2965,Continue Route
2025-02-27 07:00:00,C122,Apple,Delhi,Hyderabad,41,33,1008,8.8,108.0,213,Rainy,30,1,High,96432,60920,Redirect to Nearby Market
2025-02-27 08:00:00,C034,Banana,Chennai,Delhi,39,83,1009,24.1,117.9,312,Storm,6,8,Low,11661,2423,Continue Route
2025-02-27 09:00:00,C076,Apple,Bengaluru,Mumbai,32,30,1025,8.4,47.4,108,Fog,30,1,High,100872,65967,Redirect to Nearby Market
2025-02-27 10:00:00,C136,Avocado,Bengaluru,Bengaluru,19,40,1027,2.8,74.2,120,Rainy,10,7,Low,13154,3897,Continue Route
2025-02-27 11:00:00,C120,Mango,Ahmedabad,Chennai,42,57,1032,20.3,19.7,56,Storm,34,1,High,99449,51632,Redirect to Nearby Market
2025-02-27 12:00:00,C134,Avocado,Chennai,Bengaluru,33,83,1001,17.7,107.8,142,Cloudy,16,5,Medium,37292,16737,Monitor Shipment
2025-02-27 13:00:00,C062,Avocado,Hyderabad,Hyderabad,29,47,984,9.5,104.0,315,Cloudy,21,3,High,68544,47935,Redirect to Nearby Market
2025-02-27 14:00:00,C204,Mango,Hyderabad,Chennai,39,71,1006,13.2,93.1,91,Cloudy,33,1,High,136765,31584,Redirect to Nearby Market
2025-02-27 15:00:00,C189,Apple,Bengaluru,Bengaluru,38,33,1014,19.1,6.0,209,Clear,26,2,High,60292,67210,Redirect to Nearby Market
2025-02-27 16:00:00,C229,Orange,Mumbai,Delhi,28,47,1006,2.1,31.9,285,Fog,9,7,Low,6220,3553,Continue Route
2025-02-27 17:00:00,C007,Mango,Ahmedabad,Chennai,24,35,1027,4.3,80.7,102,Cloudy,19,4,Medium,26239,12586,Monitor Shipment
2025-02-27 18:00:00,C049,Orange,Bengaluru,Mumbai,31,95,1004,14.9,106.2,168,Fog,11,7,Low,13948,4680,Continue Route
2025-02-27 19:00:00,C167,Avocado,Jaipur,Hyderabad,30,44,1030,14.5,4.5,262,Clear,30,1,High,50899,21069,Redirect to Nearby Market
2025-02-27 20:00:00,C283,Apple,Bengaluru,Chennai,18,65,1011,4.2,4.6,316,Fog,9,7,Low,10870,2318,Continue Route
2025-02-27 21:00:00,C065,Orange,Hyderabad,Chennai,33,88,1007,12.9,18.3,305,Sunny,18,4,Medium,26779,11401,Monitor Shipment
2025-02-27 22:00:00,C110,Banana,Lucknow,Mumbai,32,53,982,12.7,11.0,325,Fog,18,4,Medium,43830,18563,Monitor Shipment
2025-02-27 23:00:00,C201,Orange,Lucknow,Hyderabad,35,75,1035,9.7,47.6,344,Clear,20,4,Medium,39661,15447,Monitor Shipment
2025-02-28 00:00:00,C297,Avocado,Pune,Delhi,21,84,993,4.8,30.2,243,Clear,8,8,Low,13766,1070,Continue Route
2025-02-28 01:00:00,C021,Apple,Delhi,Bengaluru,26,70,1025,22.9,83.8,250,Rainy,6,8,Low,5389,2082,Continue Route
2025-02-28 02:00:00,C224,Banana,Mumbai,Bengaluru,24,36,1029,24.8,63.8,323,Cloudy,35,1,High,69328,36805,Redirect to Nearby Market
2025-02-28 03:00:00,C070,Banana,Hyderabad,Hyderabad,33,47,987,20.4,114.4,159,Clear,30,1,High,140605,61664,Redirect to Nearby Market
2025-02-28 04:00:00,C236,Avocado,Hyderabad,Hyderabad,20,88,1024,1.7,101.9,252,Storm,27,1,High,124710,26514,Redirect to Nearby Market
2025-02-28 05:00:00,C118,Mango,Bengaluru,Bengaluru,27,59,997,7.0,116.3,198,Clear,26,2,High,102889,77850,Redirect to Nearby Market
2025-02-28 06:00:00,C023,Apple,Mumbai,Delhi,36,62,1033,12.4,33.4,277,Storm,35,1,High,148599,42970,Redirect to Nearby Market
2025-02-28 07:00:00,C272,Avocado,Mumbai,Delhi,19,89,1030,12.2,45.8,253,Fog,19,4,Medium,32381,13247,Monitor Shipment
2025-02-28 08:00:00,C054,Banana,Ahmedabad,Hyderabad,20,65,989,25.0,11.3,56,Cloudy,23,3,High,137763,25046,Redirect to Nearby Market
2025-02-28 09:00:00,C285,Banana,Bengaluru,Delhi,20,66,998,17.1,69.4,307,Rainy,29,1,High,127853,54031,Redirect to Nearby Market
2025-02-28 10:00:00,C001,Banana,Delhi,Delhi,39,49,1002,16.5,87.4,118,Fog,17,5,Medium,35352,10592,Monitor Shipment
2025-02-28 11:00:00,C068,Banana,Ahmedabad,Mumbai,28,86,1021,17.8,49.9,51,Clear,25,2,High,124304,48944,Redirect to Nearby Market
2025-02-28 12:00:00,C012,Mango,Hyderabad,Mumbai,18,60,1013,22.8,70.6,230,Storm,8,8,Low,7557,1911,Continue Route
2025-02-28 13:00:00,C268,Banana,Chennai,Delhi,38,57,1006,22.5,85.3,249,Storm,27,1,High,74268,66614,Redirect to Nearby Market
2025-02-28 14:00:00,C208,Avocado,Ahmedabad,Pune,34,52,1028,15.7,53.8,194,Clear,26,2,High,85487,67569,Redirect to Nearby Market
2025-02-28 15:00:00,C042,Apple,Hyderabad,Hyderabad,22,48,1022,18.3,78.6,190,Sunny,32,1,High,63233,46403,Redirect to Nearby Market
2025-02-28 16:00:00,C123,Mango,Kolkata,Bengaluru,42,60,982,10.0,7.7,315,Clear,26,2,High,62852,47240,Redirect to Nearby Market
2025-02-28 17:00:00,C134,Avocado,Pune,Chennai,30,74,1034,11.6,15.7,320,Clear,17,5,Medium,21386,16916,Monitor Shipment
2025-02-28 18:00:00,C068,Orange,Lucknow,Delhi,38,48,1004,24.0,62.6,309,Storm,24,2,High,131468,38339,Redirect to Nearby Market
2025-02-28 19:00:00,C031,Mango,Ahmedabad,Bengaluru,27,62,1008,17.8,46.6,235,Fog,15,5,Medium,36054,13053,Monitor Shipment
2025-02-28 20:00:00,C104,Mango,Delhi,Bengaluru,28,31,1021,11.1,29.9,110,Rainy,22,3,High,58554,53774,Redirect to Nearby Market
2025-02-28 21:00:00,C222,Orange,Ahmedabad,Bengaluru,27,81,990,18.1,13.1,264,Cloudy,20,4,Medium,22572,16995,Monitor Shipment
2025-02-28 22:00:00,C260,Orange,Bengaluru,Mumbai,18,76,1000,1.9,24.5,270,Rainy,6,8,Low,8318,2216,Continue Route
2025-02-28 23:00:00,C235,Banana,Hyderabad,Chennai,37,92,1032,23.1,93.6,333,Clear,15,5,Medium,33172,18277,Monitor Shipment
2025-03-01 00:00:00,C020,Orange,Mumbai,Pune,35,90,1026,18.3,27.0,217,Clear,25,2,High,118243,50990,Redirect to Nearby Market
2025-03-01 01:00:00,C063,Apple,Jaipur,Delhi,21,36,1023,23.5,15.1,58,Storm,20,4,Medium,49530,14633,Monitor Shipment
2025-03-01 02:00:00,C001,Avocado,Bengaluru,Chennai,32,68,1034,15.4,93.1,113,Fog,11,7,Low,11701,1161,Continue Route
2025-03-01 03:00:00,C299,Banana,Chennai,Mumbai,33,55,1024,2.9,2.9,258,Clear,7,8,Low,6386,3539,Continue Route
2025-03-01 04:00:00,C230,Orange,Mumbai,Mumbai,26,40,994,4.6,66.9,346,Fog,6,8,Low,6497,3986,Continue Route
2025-03-01 05:00:00,C224,Avocado,Kolkata,Mumbai,35,57,1016,18.9,86.4,90,Cloudy,7,8,Low,14486,4915,Continue Route
2025-03-01 06:00:00,C165,Apple,Pune,Pune,35,49,1030,8.3,82.9,117,Storm,5,9,Low,8808,3944,Continue Route
2025-03-01 07:00:00,C166,Avocado,Bengaluru,Bengaluru,22,44,1022,3.1,39.7,253,Storm,9,7,Low,6569,4834,Continue Route
2025-03-01 08:00:00,C169,Apple,Delhi,Hyderabad,36,69,1021,8.3,8.7,299,Fog,11,7,Low,6487,4514,Continue Route
2025-03-01 09:00:00,C155,Apple,Pune,Delhi,28,59,1030,14.3,60.2,240,Sunny,25,2,High,81935,28340,Redirect to Nearby Market
2025-03-01 10:00:00,C262,Apple,Mumbai,Pune,29,57,991,13.5,94.2,34,Storm,12,6,Medium,25152,11578,Monitor Shipment
2025-03-01 11:00:00,C094,Mango,Lucknow,Hyderabad,35,39,980,16.6,70.0,56,Storm,6,8,Low,13045,4969,Continue Route
2025-03-01 12:00:00,C282,Orange,Lucknow,Mumbai,21,57,1019,19.5,90.1,191,Fog,22,3,High,63733,49461,Redirect to Nearby Market
2025-03-01 13:00:00,C002,Apple,Pune,Chennai,36,27,1006,23.1,105.1,205,Sunny,15,5,Medium,18470,14514,Monitor Shipment
2025-03-01 14:00:00,C229,Avocado,Jaipur,Bengaluru,42,80,1004,3.9,54.0,93,Cloudy,19,4,Medium,47110,8471,Monitor Shipment
2025-03-01 15:00:00,C137,Avocado,Ahmedabad,Bengaluru,22,69,1013,1.4,19.2,267,Sunny,11,7,Low,12223,3921,Continue Route
2025-03-01 16:00:00,C051,Apple,Pune,Bengaluru,27,29,1005,3.5,116.8,311,Fog,9,7,Low,12734,1554,Continue Route
2025-03-01 17:00:00,C212,Banana,Chennai,Pune,23,26,993,24.5,68.8,137,Cloudy,24,2,High,52220,74987,Redirect to Nearby Market
2025-03-01 18:00:00,C049,Apple,Kolkata,Chennai,26,46,1028,4.1,64.6,41,Clear,13,6,Medium,27552,8264,Monitor Shipment
2025-03-01 19:00:00,C189,Banana,Bengaluru,Delhi,27,59,993,16.0,23.3,96,Fog,34,1,High,117678,43831,Redirect to Nearby Market
2025-03-01 20:00:00,C279,Orange,Chennai,Chennai,23,45,1015,19.2,40.6,137,Rainy,24,2,High,52405,61688,Redirect to Nearby Market
2025-03-01 21:00:00,C256,Banana,Bengaluru,Pune,40,65,995,5.2,29.7,172,Storm,24,2,High,73032,32869,Redirect to Nearby Market
2025-03-01 22:00:00,C010,Orange,Delhi,Mumbai,28,33,1019,11.8,4.8,35,Fog,25,2,High,105637,59257,Redirect to Nearby Market
2025-03-01 23:00:00,C192,Mango,Lucknow,Delhi,41,39,998,17.0,40.7,296,Storm,7,8,Low,12931,2298,Continue Route
2025-03-02 00:00:00,C065,Orange,Chennai,Hyderabad,32,68,1034,9.7,84.3,273,Storm,7,8,Low,5651,4561,Continue Route
2025-03-02 01:00:00,C147,Apple,Kolkata,Mumbai,30,58,983,2.2,70.6,174,Rainy,11,7,Low,7221,4137,Continue Route
2025-03-02 02:00:00,C271,Apple,Mumbai,Mumbai,31,59,1026,22.0,38.9,316,Sunny,27,1,High,142585,45337,Redirect to Nearby Market
2025-03-02 03:00:00,C188,Avocado,Ahmedabad,Bengaluru,28,45,1027,4.7,112.4,216,Clear,23,3,High,120970,70077,Redirect to Nearby Market
2025-03-02 04:00:00,C207,Avocado,Kolkata,Hyderabad,28,32,1022,6.2,118.2,89,Clear,30,1,High,95356,73615,Redirect to Nearby Market
2025-03-02 05:00:00,C201,Banana,Bengaluru,Delhi,28,66,1018,12.7,94.3,284,Storm,15,5,Medium,43028,5077,Monitor Shipment
2025-03-02 06:00:00,C088,Avocado,Jaipur,Pune,19,55,993,1.4,46.6,348,Sunny,7,8,Low,7455,3106,Continue Route
2025-03-02 07:00:00,C031,Avocado,Chennai,Bengaluru,18,54,1010,8.5,52.1,119,Rainy,15,5,Medium,36375,6151,Monitor Shipment
2025-03-02 08:00:00,C053,Apple,Kolkata,Delhi,23,64,993,19.4,21.8,120,Rainy,30,1,High,144815,45371,Redirect to Nearby Market
2025-03-02 09:00:00,C099,Mango,Lucknow,Delhi,22,25,1015,1.9,32.3,322,Clear,17,5,Medium,40995,13110,Monitor Shipment
2025-03-02 10:00:00,C282,Orange,Hyderabad,Chennai,40,87,994,9.1,34.1,82,Clear,16,5,Medium,35942,12092,Monitor Shipment
2025-03-02 11:00:00,C272,Orange,Mumbai,Pune,35,73,996,4.1,73.1,234,Cloudy,31,1,High,131707,52578,Redirect to Nearby Market
2025-03-02 12:00:00,C138,Apple,Lucknow,Pune,38,41,994,2.3,22.6,126,Storm,24,2,High,68530,50382,Redirect to Nearby Market
2025-03-02 13:00:00,C063,Apple,Kolkata,Mumbai,29,63,1006,2.6,84.6,98,Rainy,6,8,Low,7764,4545,Continue Route
2025-03-02 14:00:00,C227,Banana,Ahmedabad,Chennai,41,85,1025,10.2,109.9,146,Storm,33,1,High,54351,42981,Redirect to Nearby Market
2025-03-02 15:00:00,C178,Orange,Pune,Bengaluru,21,64,985,18.3,54.2,262,Rainy,27,1,High,69742,78421,Redirect to Nearby Market
2025-03-02 16:00:00,C137,Apple,Pune,Chennai,38,63,1002,21.1,33.5,175,Sunny,27,1,High,101278,32393,Redirect to Nearby Market
2025-03-02 17:00:00,C059,Avocado,Delhi,Hyderabad,24,93,1011,20.8,30.8,139,Storm,32,1,High,65977,36387,Redirect to Nearby Market
2025-03-02 18:00:00,C037,Orange,Bengaluru,Delhi,19,55,1028,23.6,72.8,69,Rainy,35,1,High,56843,34892,Redirect to Nearby Market
2025-03-02 19:00:00,C281,Apple,Lucknow,Delhi,41,57,1016,16.1,116.4,316,Cloudy,9,7,Low,11580,3969,Continue Route
2025-03-02 20:00:00,C104,Mango,Chennai,Hyderabad,24,32,1029,2.9,107.3,200,Cloudy,5,9,Low,13772,2835,Continue Route
2025-03-02 21:00:00,C102,Apple,Delhi,Hyderabad,28,33,980,15.8,8.1,350,Rainy,30,1,High,125533,58367,Redirect to Nearby Market
2025-03-02 22:00:00,C044,Orange,Chennai,Bengaluru,27,42,1006,20.4,59.5,224,Cloudy,23,3,High,60854,31259,Redirect to Nearby Market
2025-03-02 23:00:00,C266,Orange,Delhi,Chennai,32,59,999,14.3,36.1,131,Storm,30,1,High,80009,71558,Redirect to Nearby Market
2025-03-03 00:00:00,C228,Avocado,Kolkata,Pune,33,77,1009,18.5,41.4,241,Storm,16,5,Medium,33245,15986,Monitor Shipment
2025-03-03 01:00:00,C219,Orange,Kolkata,Mumbai,27,94,1015,8.1,115.5,49,Fog,10,7,Low,7263,2251,Continue Route
2025-03-03 02:00:00,C167,Mango,Jaipur,Hyderabad,38,48,1009,7.6,17.2,235,Sunny,17,5,Medium,49297,5696,Monitor Shipment
2025-03-03 03:00:00,C275,Mango,Bengaluru,Hyderabad,40,57,1030,15.0,37.6,83,Cloudy,12,6,Medium,24239,17086,Monitor Shipment
2025-03-03 04:00:00,C175,Avocado,Pune,Hyderabad,26,55,1010,24.1,48.7,76,Fog,18,4,Medium,44268,11475,Monitor Shipment
2025-03-03 05:00:00,C007,Mango,Hyderabad,Pune,21,46,1005,22.7,105.9,212,Rainy,34,1,High,92163,51116,Redirect to Nearby Market
2025-03-03 06:00:00,C143,Orange,Kolkata,Chennai,28,49,984,14.9,68.6,127,Fog,19,4,Medium,38592,11875,Monitor Shipment
2025-03-03 07:00:00,C273,Apple,Delhi,Delhi,19,92,1000,12.3,100.9,255,Cloudy,26,2,High,129578,44950,Redirect to Nearby Market
2025-03-03 08:00:00,C015,Avocado,Lucknow,Mumbai,24,50,1022,8.3,4.4,235,Sunny,31,1,High,50748,45925,Redirect to Nearby Market
2025-03-03 09:00:00,C052,Banana,Jaipur,Chennai,34,40,986,22.1,46.6,202,Sunny,24,2,High,106718,73969,Redirect to Nearby Market
2025-03-03 10:00:00,C175,Avocado,Hyderabad,Chennai,31,31,1032,3.7,85.4,149,Storm,21,3,High,119507,34418,Redirect to Nearby Market
